"Visits_Per_Station","PrimaryCareShortageArea","EDStations","Tot_ED_NmbVsts","UrbanRuralDesi","HospitalOwnership","year","CountyName","avgTotEDVsts","avgEdStationVisits"
0.425531914893617,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,0.425531914893617
0.428571428571429,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,0.428571428571429
0.428571428571429,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,0.428571428571429
0.428571428571429,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,0.428571428571429
0.444444444444444,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,0.444444444444444
0.45,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,0.45
0.452054794520548,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,0.452054794520548
0.465753424657534,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,0.465753424657534
0.465753424657534,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,0.465753424657534
0.473684210526316,"Yes",57,52338,"Urban","Nonprofit","2021","Los Angeles",52338,0.473684210526316
0.479452054794521,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,0.479452054794521
0.5,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,0.5
0.5,"Yes",4,3857,"Urban","Investor Owned","2022","Los Angeles",3857,0.5
0.5,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,0.5
0.5,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,0.5
0.505882352941176,"Yes",85,55269,"Urban","Government","2021","Tulare",55269,0.505882352941176
0.520547945205479,"Yes",73,77616,"Urban","Government","2022","Los Angeles",77616,0.520547945205479
0.522727272727273,"Yes",44,37922,"Urban","Government","2021","Orange",37922,0.522727272727273
0.523809523809524,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,0.523809523809524
0.534246575342466,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,0.534246575342466
0.547945205479452,"Yes",73,83169,"Urban","Nonprofit","2023","Fresno",83169,0.547945205479452
0.571428571428571,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,0.571428571428571
0.571428571428571,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,0.571428571428571
0.602739726027397,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,0.602739726027397
0.611111111111111,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,0.611111111111111
0.611111111111111,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,0.611111111111111
0.625,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,0.625
0.625,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,0.625
0.63013698630137,"Yes",73,77616,"Urban","Government","2022","Los Angeles",77616,0.63013698630137
0.65,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,0.65
0.657534246575342,"Yes",73,74382,"Urban","Nonprofit","2021","Fresno",74382,0.657534246575342
0.657534246575342,"Yes",73,84815,"Urban","Nonprofit","2022","Fresno",84815,0.657534246575342
0.671875,"Yes",64,45465,"Urban","Government","2023","Orange",45465,0.671875
0.67948717948718,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,0.67948717948718
0.694444444444444,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,0.694444444444444
0.714285714285714,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,0.714285714285714
0.714285714285714,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,0.714285714285714
0.714285714285714,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,0.714285714285714
0.71875,"Yes",64,45465,"Urban","Government","2023","Orange",45465,0.71875
0.723404255319149,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,0.723404255319149
0.731707317073171,"Yes",41,49585,"Urban","Nonprofit","2022","Santa Barbara",49585,0.731707317073171
0.73972602739726,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,0.73972602739726
0.743589743589744,"Yes",39,69354,"Urban","Nonprofit","2023","Los Angeles",69354,0.743589743589744
0.75,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,0.75
0.75,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,0.75
0.75,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,0.75
0.769230769230769,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,0.769230769230769
0.772727272727273,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,0.772727272727273
0.780487804878049,"Yes",41,47657,"Urban","Nonprofit","2021","Santa Barbara",47657,0.780487804878049
0.808219178082192,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,0.808219178082192
0.80952380952381,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,0.80952380952381
0.824561403508772,"Yes",57,52338,"Urban","Nonprofit","2021","Los Angeles",52338,0.824561403508772
0.833333333333333,"Yes",30,70040,"Urban","Nonprofit","2022","Los Angeles",70040,0.833333333333333
0.840909090909091,"Yes",44,42673,"Urban","Government","2022","Orange",42673,0.840909090909091
0.847058823529412,"Yes",85,55269,"Urban","Government","2021","Tulare",55269,0.847058823529412
0.85,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,0.85
0.857142857142857,"Yes",7,6736,"Urban","Investor Owned","2023","Los Angeles",6736,0.857142857142857
0.857142857142857,"Yes",7,6834,"Urban","Investor Owned","2021","Los Angeles",6834,0.857142857142857
0.857142857142857,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,0.857142857142857
0.857142857142857,"Yes",35,62297,"Urban","Investor Owned","2022","Los Angeles",62297,0.857142857142857
0.862068965517241,"Yes",29,109217,"Urban","Nonprofit","2023","Los Angeles",109217,0.862068965517241
0.875,"Yes",16,54157,"Urban","Government","2022","Monterey",54157,0.875
0.888888888888889,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,0.888888888888889
0.9,"Yes",30,62392,"Urban","Nonprofit","2021","Los Angeles",62392,0.9
0.91304347826087,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,0.91304347826087
0.928571428571429,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,0.928571428571429
0.931818181818182,"Yes",44,37922,"Urban","Government","2021","Orange",37922,0.931818181818182
0.94,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,0.94
0.944444444444444,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,0.944444444444444
0.961538461538462,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,0.961538461538462
0.975,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,0.975
0.976190476190476,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,0.976190476190476
0.977272727272727,"Yes",44,42673,"Urban","Government","2022","Orange",42673,0.977272727272727
1,"Yes",4,3857,"Urban","Investor Owned","2022","Los Angeles",3857,1
1,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,1
1,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,1
1,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,1
1,"Yes",19,49779,"Urban","Government","2022","Monterey",49779,1
1,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,1
1,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,1
1,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,1
1,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,1
1,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,1
1,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,1
1.02173913043478,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,1.02173913043478
1.03225806451613,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,1.03225806451613
1.04347826086957,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,1.04347826086957
1.05,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,1.05
1.05263157894737,"Yes",57,55882,"Urban","Nonprofit","2022","Los Angeles",55882,1.05263157894737
1.07017543859649,"Yes",57,52686,"Urban","Nonprofit","2023","Los Angeles",52686,1.07017543859649
1.0952380952381,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,1.0952380952381
1.1,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,1.1
1.1,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,1.1
1.125,"Yes",8,8730,"Urban","Government","2022","Sonoma",8730,1.125
1.125,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,1.125
1.12765957446809,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,1.12765957446809
1.13793103448276,"Yes",29,71601,"Urban","Nonprofit","2022","Los Angeles",71601,1.13793103448276
1.15,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,1.15
1.15625,"Yes",32,78383,"Urban","Nonprofit","2023","Los Angeles",78383,1.15625
1.16666666666667,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,1.16666666666667
1.18,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,1.18
1.1875,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,1.1875
1.19047619047619,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,1.19047619047619
1.2,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,1.2
1.2,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,1.2
1.21428571428571,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,1.21428571428571
1.21951219512195,"Yes",41,47657,"Urban","Nonprofit","2021","Santa Barbara",47657,1.21951219512195
1.22222222222222,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,1.22222222222222
1.23076923076923,"Yes",26,37061,"Urban","Government","2021","San Joaquin",37061,1.23076923076923
1.234375,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,1.234375
1.23529411764706,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,1.23529411764706
1.24137931034483,"Yes",29,56910,"Urban","Nonprofit","2021","Los Angeles",56910,1.24137931034483
1.25,"Yes",4,3646,"Urban","Investor Owned","2023","Los Angeles",3646,1.25
1.25,"Yes",16,41458,"Urban","Government","2021","Monterey",41458,1.25
1.25,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,1.25
1.25714285714286,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,1.25714285714286
1.26190476190476,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,1.26190476190476
1.26315789473684,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,1.26315789473684
1.27450980392157,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,1.27450980392157
1.27586206896552,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,1.27586206896552
1.28,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,1.28
1.28571428571429,"Yes",7,6908,"Urban","Investor Owned","2022","Los Angeles",6908,1.28571428571429
1.28571428571429,"Yes",35,62297,"Urban","Investor Owned","2022","Los Angeles",62297,1.28571428571429
1.3,"Yes",10,11411,"Urban","Investor Owned","2022","Orange",11411,1.3
1.3125,"Yes",16,54470,"Urban","Government","2023","Monterey",54470,1.3125
1.31707317073171,"Yes",41,49585,"Urban","Nonprofit","2022","Santa Barbara",49585,1.31707317073171
1.31818181818182,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,1.31818181818182
1.33333333333333,"Yes",24,25304,"Urban","Investor Owned","2023","Orange",25304,1.33333333333333
1.34146341463415,"Yes",41,49585,"Urban","Nonprofit","2022","Santa Barbara",49585,1.34146341463415
1.34285714285714,"Yes",35,62297,"Urban","Investor Owned","2022","Los Angeles",62297,1.34285714285714
1.34375,"Yes",64,45465,"Urban","Government","2023","Orange",45465,1.34375
1.36170212765957,"Yes",47,57942,"Urban","Government","2022","San Bernardino",57942,1.36170212765957
1.37142857142857,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,1.37142857142857
1.375,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,1.375
1.375,"Yes",24,42755,"Urban","Government","2023","San Joaquin",42755,1.375
1.37931034482759,"Yes",29,56910,"Urban","Nonprofit","2021","Los Angeles",56910,1.37931034482759
1.38636363636364,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,1.38636363636364
1.4,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,1.4
1.41379310344828,"Yes",29,71601,"Urban","Nonprofit","2022","Los Angeles",71601,1.41379310344828
1.41379310344828,"Yes",29,99493,"Urban","Nonprofit","2022","Los Angeles",99493,1.41379310344828
1.41666666666667,"Yes",12,15525,"Urban","Investor Owned","2022","Riverside",15525,1.41666666666667
1.44444444444444,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,1.44444444444444
1.45,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,1.45
1.45714285714286,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,1.45714285714286
1.45714285714286,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,1.45714285714286
1.46875,"Yes",32,78383,"Urban","Nonprofit","2023","Los Angeles",78383,1.46875
1.47619047619048,"Yes",42,39926,"Urban","Investor Owned","2021","Los Angeles",39926,1.47619047619048
1.48275862068966,"Yes",29,39022,"Urban","Investor Owned","2022","Riverside",39022,1.48275862068966
1.48780487804878,"Yes",41,47657,"Urban","Nonprofit","2021","Santa Barbara",47657,1.48780487804878
1.5,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,1.5
1.5,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,1.5
1.5,"Yes",16,24835,"Urban","Nonprofit","2021","Santa Cruz",24835,1.5
1.5,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,1.5
1.5,"Yes",44,37922,"Urban","Government","2021","Orange",37922,1.5
1.5,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,1.5
1.54347826086957,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,1.54347826086957
1.54901960784314,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,1.54901960784314
1.5625,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,1.5625
1.5625,"Yes",16,54157,"Urban","Government","2022","Monterey",54157,1.5625
1.57142857142857,"Yes",35,50893,"Urban","Investor Owned","2021","Los Angeles",50893,1.57142857142857
1.57142857142857,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,1.57142857142857
1.57894736842105,"Yes",19,49779,"Urban","Government","2022","Monterey",49779,1.57894736842105
1.58823529411765,"Yes",34,80442,"Urban","Nonprofit","2021","Kings",80442,1.58823529411765
1.609375,"Yes",64,73328,"Urban","Investor Owned","2021","Riverside",73328,1.609375
1.625,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,1.625
1.62745098039216,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,1.62745098039216
1.65,"Yes",40,52193,"Urban","Investor Owned","2023","Los Angeles",52193,1.65
1.65753424657534,"Yes",73,65830,"Urban","Government","2021","Los Angeles",65830,1.65753424657534
1.66666666666667,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,1.66666666666667
1.66666666666667,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,1.66666666666667
1.6875,"Yes",16,24835,"Urban","Nonprofit","2021","Santa Cruz",24835,1.6875
1.7,"Yes",10,11411,"Urban","Investor Owned","2022","Orange",11411,1.7
1.7,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,1.7
1.703125,"Yes",64,45465,"Urban","Government","2023","Orange",45465,1.703125
1.70454545454545,"Yes",44,42673,"Urban","Government","2022","Orange",42673,1.70454545454545
1.71428571428571,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,1.71428571428571
1.71794871794872,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,1.71794871794872
1.71875,"Yes",64,87345,"Urban","Investor Owned","2023","Riverside",87345,1.71875
1.75,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,1.75
1.75,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,1.75
1.75,"Yes",12,19824,"Urban","Investor Owned","2023","Orange",19824,1.75
1.76086956521739,"Yes",46,68844,"Urban","Nonprofit","2022","Los Angeles",68844,1.76086956521739
1.76190476190476,"Yes",21,28108,"Urban","Nonprofit","2021","San Joaquin",28108,1.76190476190476
1.77173913043478,"Yes",92,146799,"Urban","Nonprofit","2023","San Bernardino",146799,1.77173913043478
1.79310344827586,"Yes",29,56910,"Urban","Nonprofit","2021","Los Angeles",56910,1.79310344827586
1.8,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,1.8
1.8,"Yes",20,17043,"Urban","Investor Owned","2023","San Diego",17043,1.8
1.82,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,1.82
1.82758620689655,"Yes",29,39022,"Urban","Investor Owned","2022","Riverside",39022,1.82758620689655
1.83333333333333,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,1.83333333333333
1.83333333333333,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,1.83333333333333
1.83561643835616,"Yes",73,77616,"Urban","Government","2022","Los Angeles",77616,1.83561643835616
1.84615384615385,"Yes",26,37061,"Urban","Government","2021","San Joaquin",37061,1.84615384615385
1.84782608695652,"Yes",92,141171,"Urban","Nonprofit","2022","San Bernardino",141171,1.84782608695652
1.85714285714286,"Yes",35,80002,"Urban","Investor Owned","2023","Los Angeles",80002,1.85714285714286
1.875,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,1.875
1.875,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,1.875
1.875,"Yes",16,41458,"Urban","Government","2021","Monterey",41458,1.875
1.875,"Yes",24,42755,"Urban","Government","2023","San Joaquin",42755,1.875
1.88709677419355,"Yes",62,82844,"Urban","Investor Owned","2023","San Joaquin",82844,1.88709677419355
1.89041095890411,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,1.89041095890411
1.890625,"Yes",64,73328,"Urban","Investor Owned","2021","Riverside",73328,1.890625
1.9,"Yes",10,11411,"Urban","Investor Owned","2022","Orange",11411,1.9
1.9,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,1.9
1.92307692307692,"Yes",26,52175,"Urban","Nonprofit","2021","Merced",52175,1.92307692307692
1.92391304347826,"Yes",92,138112,"Urban","Nonprofit","2021","San Bernardino",138112,1.92391304347826
1.96153846153846,"Yes",26,43446,"Urban","Government","2022","San Joaquin",43446,1.96153846153846
1.98611111111111,"Yes",72,78461,"Urban","Government","2023","Los Angeles",78461,1.98611111111111
2,"Yes",12,13544,"Urban","Investor Owned","2021","Riverside",13544,2
2,"Yes",16,54470,"Urban","Government","2023","Monterey",54470,2
2,"Yes",24,42755,"Urban","Government","2023","San Joaquin",42755,2
2,"Yes",42,48363,"Urban","Investor Owned","2022","Los Angeles",48363,2
2.05882352941176,"Yes",85,55269,"Urban","Government","2021","Tulare",55269,2.05882352941176
2.06521739130435,"Yes",46,72057,"Urban","Nonprofit","2023","Los Angeles",72057,2.06521739130435
2.08219178082192,"Yes",73,71708,"Urban","Government","2023","Tulare",71708,2.08219178082192
2.08219178082192,"Yes",73,83169,"Urban","Nonprofit","2023","Fresno",83169,2.08219178082192
2.08333333333333,"Yes",24,25258,"Urban","Investor Owned","2022","Orange",25258,2.08333333333333
2.1,"Yes",20,17090,"Urban","Investor Owned","2021","San Diego",17090,2.1
2.1,"Yes",20,17746,"Urban","Investor Owned","2022","San Diego",17746,2.1
2.10344827586207,"Yes",29,99493,"Urban","Nonprofit","2022","Los Angeles",99493,2.10344827586207
2.11111111111111,"Yes",9,7628,"Urban","Government","2021","Sonoma",7628,2.11111111111111
2.125,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,2.125
2.16666666666667,"Yes",12,15525,"Urban","Investor Owned","2022","Riverside",15525,2.16666666666667
2.16666666666667,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,2.16666666666667
2.16666666666667,"Yes",12,28994,"Urban","Nonprofit","2022","Santa Cruz",28994,2.16666666666667
2.18181818181818,"Yes",44,42673,"Urban","Government","2022","Orange",42673,2.18181818181818
2.1875,"Yes",16,24835,"Urban","Nonprofit","2021","Santa Cruz",24835,2.1875
2.19444444444444,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,2.19444444444444
2.2,"Yes",10,11411,"Urban","Investor Owned","2022","Orange",11411,2.2
2.21052631578947,"Yes",19,53276,"Urban","Government","2023","Monterey",53276,2.21052631578947
2.25,"Yes",12,15525,"Urban","Investor Owned","2022","Riverside",15525,2.25
2.25,"Yes",44,92128,"Urban","Nonprofit","2022","Kings",92128,2.25
2.26923076923077,"Yes",78,64254,"Urban","Government","2022","Tulare",64254,2.26923076923077
2.27586206896552,"Yes",29,109217,"Urban","Nonprofit","2023","Los Angeles",109217,2.27586206896552
2.3,"Yes",20,23943,"Urban","Investor Owned","2021","Los Angeles",23943,2.3
2.30555555555556,"Yes",36,62048,"Urban","Nonprofit","2021","Los Angeles",62048,2.30555555555556
2.31034482758621,"Yes",29,71601,"Urban","Nonprofit","2022","Los Angeles",71601,2.31034482758621
2.31764705882353,"Yes",85,55269,"Urban","Government","2021","Tulare",55269,2.31764705882353
2.328125,"Yes",64,73328,"Urban","Investor Owned","2021","Riverside",73328,2.328125
2.33333333333333,"Yes",12,16133,"Urban","Investor Owned","2023","Riverside",16133,2.33333333333333
2.375,"Yes",8,10400,"Urban","Investor Owned","2022","Los Angeles",10400,2.375
2.375,"Yes",16,29888,"Urban","Investor Owned","2022","San Bernardino",29888,2.375
2.37931034482759,"Yes",29,40855,"Urban","Investor Owned","2023","Riverside",40855,2.37931034482759
2.38,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,2.38
2.38095238095238,"Yes",21,37600,"Urban","Investor Owned","2023","San Bernardino",37600,2.38095238095238
2.41666666666667,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,2.41666666666667
2.43137254901961,"Yes",51,33915,"Urban","Investor Owned","2021","Los Angeles",33915,2.43137254901961
2.43181818181818,"Yes",44,37922,"Urban","Government","2021","Orange",37922,2.43181818181818
2.4375,"Yes",16,31692,"Urban","Investor Owned","2023","San Bernardino",31692,2.4375
2.44444444444444,"Yes",9,16357,"Urban","Investor Owned","2021","Los Angeles",16357,2.44444444444444
2.44444444444444,"Yes",18,36593,"Urban","Investor Owned","2022","San Bernardino",36593,2.44444444444444
2.46341463414634,"Yes",41,47657,"Urban","Nonprofit","2021","Santa Barbara",47657,2.46341463414634
2.5,"Yes",12,19807,"Urban","Investor Owned","2022","Orange",19807,2.5
2.5,"Yes",12,28994,"Urban","Nonprofit","2022","Santa Cruz",28994,2.5
2.5,"Yes",12,32018,"Urban","Investor Owned","2023","Los Angeles",32018,2.5
2.5,"Yes",16,29888,"Urban","Investor Owned","2022","San Bernardino",29888,2.5
2.5,"Yes",26,52175,"Urban","Nonprofit","2021","Merced",52175,2.5
2.5,"Yes",44,94386,"Urban","Nonprofit","2023","Kings",94386,2.5
2.52,"Yes",50,35849,"Urban","Investor Owned","2022","Los Angeles",35849,2.52
2.52631578947368,"Yes",19,49779,"Urban","Government","2022","Monterey",49779,2.52631578947368
2.53846153846154,"Yes",26,62563,"Urban","Nonprofit","2023","Merced",62563,2.53846153846154
2.54166666666667,"Yes",24,22101,"Urban","Investor Owned","2021","Orange",22101,2.54166666666667
2.58064516129032,"Yes",62,67670,"Urban","Investor Owned","2021","San Joaquin",67670,2.58064516129032
2.6,"Yes",10,28495,"Urban","Nonprofit","2023","Kern",28495,2.6
2.625,"Yes",8,8916,"Urban","Government","2023","Sonoma",8916,2.625
2.625,"Yes",8,9319,"Urban","Investor Owned","2021","Los Angeles",9319,2.625
2.6551724137931,"Yes",29,39022,"Urban","Investor Owned","2022","Riverside",39022,2.6551724137931
2.66666666666667,"Yes",12,18089,"Urban","Investor Owned","2021","Orange",18089,2.66666666666667
2.68181818181818,"Yes",22,32220,"Urban","Investor Owned","2021","San Bernardino",32220,2.68181818181818
